awb,destination_city,product,product_category,origin_city,logistics_provider_id,dispatch_date,final_delivery_status,actual_delivery_date,promised_delivery_date
669663,Lopezside,random_product,random_category,West Lisamouth,57,2015-03-12 06:55:30,created,2015-03-29 02:46:58,2015-03-25 00:19:10
898320,North Lukestad,random_product,random_category,Jeremyhaven,48,2015-03-08 02:51:51,created,2015-03-22 20:17:16,2015-04-02 03:14:28
580098,Scottside,random_product,random_category,New Shawn,09,2015-03-13 07:37:56,returned,2015-03-27 06:52:03,2015-04-01 18:51:06
326392,South Jessicachester,random_product,random_category,New Raymond,32,2015-03-09 15:54:12,delivered,2015-03-16 03:29:56,2015-04-03 00:26:45
532406,South Jason,random_product,random_category,New Samanthaburgh,05,2015-03-04 09:43:10,returned,2015-03-25 02:00:12,2015-04-04 02:58:33
935516,Rachelton,random_product,random_category,Michelleburgh,48,2015-03-05 12:56:58,created,2015-03-21 14:46:58,2015-03-25 10:45:33
651382,Ericaside,random_product,random_category,Butlerbury,14,2015-03-01 20:13:16,returned,2015-03-26 02:59:13,2015-03-26 19:36:35
851959,South Annafort,random_product,random_category,Lake Randall,65,2015-03-04 05:24:13,delivered,2015-03-27 22:50:28,2015-04-03 02:46:05
152005,Markshire,random_product,random_category,Lake Dennisborough,83,2015-03-11 11:13:41,returned,2015-03-20 01:54:57,2015-04-05 22:31:58
479131,North Kelly,random_product,random_category,Lake Michael,32,2015-03-14 12:29:48,created,2015-03-24 15:57:08,2015-03-28 01:09:42
039259,East Maryton,random_product,random_category,Jonesstad,13,2015-03-03 06:48:49,created,2015-03-27 09:37:35,2015-03-26 21:10:48
028432,Taylorburgh,random_product,random_category,Mathewland,89,2015-03-03 05:03:45,created,2015-03-17 19:07:36,2015-03-25 00:45:16
842184,South Matthew,random_product,random_category,East Ann,88,2015-03-14 14:42:16,delivered,2015-03-18 01:22:40,2015-04-01 07:06:43
970452,North Emily,random_product,random_category,Port Rebeccaberg,90,2015-03-05 06:24:04,created,2015-03-16 02:58:04,2015-03-31 15:45:32
194636,Lake Denise,random_product,random_category,Nicoleburgh,46,2015-03-07 18:15:52,created,2015-03-16 08:41:39,2015-03-26 20:13:36
182761,Barrfurt,random_product,random_category,South Patrickview,55,2015-03-01 09:26:31,created,2015-03-25 15:26:00,2015-03-28 11:09:14
574524,Lewisbury,random_product,random_category,Mathischester,72,2015-03-05 04:20:25,returned,2015-03-23 02:03:12,2015-03-25 16:43:08
130184,Vasquezbury,random_product,random_category,North Geraldfurt,13,2015-03-05 18:06:00,returned,2015-03-24 09:03:13,2015-03-28 17:51:27
876784,New Margaret,random_product,random_category,Mitchellstad,86,2015-03-10 20:43:47,returned,2015-03-29 15:11:11,2015-03-27 16:02:15
680675,Ramirezville,random_product,random_category,Amyside,75,2015-03-09 09:52:04,delivered,2015-03-19 22:01:45,2015-04-04 21:14:16
241534,New Josephville,random_product,random_category,Paulhaven,34,2015-03-11 18:22:49,returned,2015-03-24 14:58:04,2015-03-31 18:42:24
215481,Cookside,random_product,random_category,West Daniel,24,2015-03-03 03:25:06,created,2015-03-26 09:45:51,2015-04-04 20:51:03
454722,Mariabury,random_product,random_category,Lake Robertville,64,2015-03-09 15:14:43,returned,2015-03-28 13:51:10,2015-04-02 09:16:39
873429,New Haley,random_product,random_category,East Joseph,78,2015-03-13 23:20:11,delivered,2015-03-26 04:05:49,2015-04-05 16:48:25
569780,Lake Jamesburgh,random_product,random_category,Lake Brandymouth,83,2015-03-03 11:13:08,created,2015-03-18 09:35:31,2015-04-01 02:12:22
795093,North Deanna,random_product,random_category,South Lisaburgh,41,2015-03-02 05:12:38,returned,2015-03-27 09:08:16,2015-03-31 15:06:42
329093,Angelaburgh,random_product,random_category,Derrickstad,58,2015-03-09 05:14:49,created,2015-03-18 06:01:30,2015-04-02 15:28:07
598203,Foxtown,random_product,random_category,Jessicaview,41,2015-03-01 08:38:27,delivered,2015-03-29 21:48:02,2015-03-26 17:23:57
918439,West Shariland,random_product,random_category,Sabrinaside,97,2015-03-14 12:37:25,returned,2015-03-22 10:15:21,2015-03-31 10:44:02
155697,Lake Jesusbury,random_product,random_category,Port Taraton,79,2015-03-09 10:58:44,created,2015-03-24 11:34:48,2015-04-04 08:44:32
920235,Bishopchester,random_product,random_category,New Pamela,96,2015-03-11 16:50:01,delivered,2015-03-17 05:49:04,2015-03-26 22:53:49
303638,South Katherine,random_product,random_category,Kristinborough,04,2015-03-14 23:50:27,delivered,2015-03-27 05:40:32,2015-03-29 09:18:33
839623,Alexandraside,random_product,random_category,South Jeffery,45,2015-03-14 14:12:03,created,2015-03-23 23:32:16,2015-04-04 05:25:02
952454,Port Johnchester,random_product,random_category,North Denise,07,2015-03-09 16:29:39,returned,2015-03-23 03:57:46,2015-03-26 20:32:46
395065,Davisstad,random_product,random_category,Hernandezhaven,29,2015-03-06 15:08:46,returned,2015-03-23 07:24:23,2015-04-02 22:43:25
950975,Diazmouth,random_product,random_category,Port Diana,48,2015-03-14 06:38:52,delivered,2015-03-25 11:10:00,2015-04-05 10:11:46
056330,North Daisyside,random_product,random_category,Dianashire,42,2015-03-13 22:25:31,returned,2015-03-24 17:36:05,2015-03-30 21:45:36
715388,Jacquelineport,random_product,random_category,Lambport,38,2015-03-08 01:35:25,delivered,2015-03-25 06:39:50,2015-03-29 21:54:46
496718,South Mary,random_product,random_category,East Dustinton,71,2015-03-01 14:39:41,created,2015-03-27 13:23:54,2015-04-03 14:51:19
463430,South Emily,random_product,random_category,West Williamland,98,2015-03-04 21:14:23,delivered,2015-03-29 09:07:09,2015-04-04 18:24:04
107250,Hollyberg,random_product,random_category,South Davidshire,41,2015-03-01 10:23:05,created,2015-03-27 17:53:42,2015-03-25 14:56:00
703906,Lake Andreamouth,random_product,random_category,North Rebecca,71,2015-03-09 20:03:34,delivered,2015-03-25 13:01:45,2015-04-05 11:42:08
518237,East Brandonport,random_product,random_category,West Andrea,44,2015-03-10 17:05:40,returned,2015-03-23 02:35:04,2015-03-25 18:20:34
248786,West Ritashire,random_product,random_category,Port James,74,2015-03-02 15:31:54,delivered,2015-03-19 14:24:30,2015-04-01 05:54:40
884994,Katieburgh,random_product,random_category,East Ann,66,2015-03-05 17:12:52,delivered,2015-03-22 05:25:49,2015-03-31 18:22:41
652114,Dawnburgh,random_product,random_category,New Randall,46,2015-03-01 00:51:42,delivered,2015-03-28 13:49:12,2015-03-27 19:23:07
409496,Lake Toddchester,random_product,random_category,Nancybury,04,2015-03-08 18:07:32,returned,2015-03-20 15:02:25,2015-03-31 20:48:03
714826,Amyberg,random_product,random_category,Williamsshire,93,2015-03-10 13:54:43,delivered,2015-03-25 10:03:12,2015-04-04 04:11:30
265451,West Marcberg,random_product,random_category,Tranburgh,32,2015-03-11 07:05:52,delivered,2015-03-22 02:28:19,2015-04-04 20:49:02
144543,Andrewbury,random_product,random_category,Osborneside,75,2015-03-05 15:06:13,returned,2015-03-20 11:56:50,2015-03-26 18:17:17
506900,New Larry,random_product,random_category,Port Barbaraton,73,2015-03-03 18:54:57,returned,2015-03-27 17:33:35,2015-03-27 12:47:40
947174,South Tylerstad,random_product,random_category,Smithburgh,19,2015-03-03 01:50:27,created,2015-03-22 15:10:09,2015-03-26 01:16:11
134533,Weavershire,random_product,random_category,Timothytown,97,2015-03-02 20:06:06,delivered,2015-03-17 16:02:44,2015-03-30 15:02:37
863467,Gonzalezland,random_product,random_category,Austinfurt,17,2015-03-09 16:25:21,created,2015-03-21 19:53:05,2015-04-02 13:33:59
498984,New Johnshire,random_product,random_category,Harrischester,44,2015-03-08 16:04:53,returned,2015-03-17 17:42:43,2015-03-26 03:38:22
324877,South Erin,random_product,random_category,East Andre,13,2015-03-11 12:22:03,delivered,2015-03-16 09:51:16,2015-04-04 13:38:56
068195,Lake Veronicaton,random_product,random_category,South Carrie,09,2015-03-01 06:06:13,returned,2015-03-23 20:11:34,2015-04-02 11:30:58
812995,Smallberg,random_product,random_category,Gomezhaven,49,2015-03-06 09:41:24,returned,2015-03-28 00:51:40,2015-03-29 22:05:10
740052,Lake Judith,random_product,random_category,Rachelshire,55,2015-03-08 14:54:19,created,2015-03-18 19:54:40,2015-04-05 23:00:44
608584,Walterton,random_product,random_category,East Lynn,60,2015-03-03 01:54:54,created,2015-03-23 06:51:02,2015-04-02 17:17:31
992264,South Jodyland,random_product,random_category,West Juan,95,2015-03-01 16:34:43,delivered,2015-03-29 11:05:30,2015-03-28 09:01:13
479883,Lake Alan,random_product,random_category,Mercershire,84,2015-03-13 02:58:26,returned,2015-03-18 00:40:10,2015-03-29 22:37:13
855669,East Rebeccafurt,random_product,random_category,Kennethshire,56,2015-03-05 09:10:40,returned,2015-03-20 21:11:47,2015-03-28 07:24:48
354458,Fisherchester,random_product,random_category,West Brenda,76,2015-03-09 23:32:23,returned,2015-03-17 13:40:49,2015-04-03 04:45:03
214440,Riveraborough,random_product,random_category,Cummingshaven,19,2015-03-01 17:50:35,delivered,2015-03-26 02:57:29,2015-03-28 20:23:27
503294,Lake Jamesburgh,random_product,random_category,Kennedyside,61,2015-03-09 19:44:56,created,2015-03-18 15:10:49,2015-03-25 15:37:16
744762,Port Jamesfurt,random_product,random_category,South Heatherborough,03,2015-03-07 02:43:00,returned,2015-03-26 09:58:56,2015-04-01 14:23:29
055531,Port Trevor,random_product,random_category,North Jamesview,83,2015-03-14 09:15:51,created,2015-03-20 22:53:36,2015-03-27 02:45:43
551333,New Anthony,random_product,random_category,Port Williammouth,50,2015-03-11 18:43:16,created,2015-03-24 06:45:27,2015-03-29 20:11:37
749921,West Jessica,random_product,random_category,Lake Raymondton,85,2015-03-06 20:02:35,delivered,2015-03-28 00:49:02,2015-04-05 01:33:46
563126,Ingramburgh,random_product,random_category,Ramosport,13,2015-03-12 08:25:58,returned,2015-03-27 07:09:50,2015-03-26 01:04:22
784371,East Heathermouth,random_product,random_category,Cruzburgh,52,2015-03-08 22:24:07,created,2015-03-24 18:52:52,2015-04-03 19:59:30
450009,Lucasbury,random_product,random_category,West Belindaborough,12,2015-03-11 13:09:01,created,2015-03-22 13:51:52,2015-03-29 06:30:31
084672,South Danielton,random_product,random_category,Baileyton,74,2015-03-11 22:38:20,created,2015-03-23 22:53:48,2015-03-31 17:25:22
985915,Marquezhaven,random_product,random_category,North Markland,16,2015-03-08 07:39:03,returned,2015-03-24 14:35:24,2015-03-29 05:31:29
863906,Maureenton,random_product,random_category,Matthewmouth,61,2015-03-13 23:53:11,created,2015-03-23 22:55:22,2015-04-04 07:57:56
605717,Joyceview,random_product,random_category,West Ronald,50,2015-03-03 11:44:43,created,2015-03-21 22:55:34,2015-03-28 06:03:47
360466,Walkerstad,random_product,random_category,Lanefurt,90,2015-03-10 18:11:04,created,2015-03-20 20:51:07,2015-03-25 03:40:11
199419,Tateport,random_product,random_category,New Johnhaven,20,2015-03-12 09:43:06,returned,2015-03-16 11:44:21,2015-03-26 07:08:43
918817,North Jefferychester,random_product,random_category,Smithtown,61,2015-03-12 18:56:10,delivered,2015-03-22 01:17:09,2015-03-31 22:26:01
207665,Holmesview,random_product,random_category,Robertport,47,2015-03-12 15:11:16,delivered,2015-03-26 12:18:27,2015-04-03 12:57:55
070491,Teresafurt,random_product,random_category,Mccormickmouth,95,2015-03-14 08:52:47,created,2015-03-29 21:25:22,2015-04-04 05:00:16
070434,West Adam,random_product,random_category,East Maria,80,2015-03-14 02:55:54,returned,2015-03-19 23:46:01,2015-04-04 20:42:03
067299,Novakmouth,random_product,random_category,Reedberg,41,2015-03-11 12:37:24,created,2015-03-18 10:37:53,2015-03-28 00:36:59
666301,Josephshire,random_product,random_category,Clintonstad,91,2015-03-02 10:46:19,delivered,2015-03-24 02:06:33,2015-04-02 18:42:16
022911,Esparzastad,random_product,random_category,Wilcoxtown,79,2015-03-12 14:25:14,created,2015-03-23 09:14:23,2015-04-01 14:52:29
192579,Johnbury,random_product,random_category,Johnsonmouth,92,2015-03-06 10:01:20,delivered,2015-03-23 09:04:19,2015-04-03 15:59:59
150424,North Joseph,random_product,random_category,West Katherine,93,2015-03-07 16:55:10,created,2015-03-21 22:18:58,2015-04-03 07:27:23
848128,Port Donaldport,random_product,random_category,Pamelaborough,04,2015-03-09 02:04:46,delivered,2015-03-20 06:42:37,2015-03-27 10:16:07
094876,West April,random_product,random_category,Anthonyville,07,2015-03-09 15:39:42,delivered,2015-03-17 20:16:25,2015-04-02 08:13:20
420278,North Linda,random_product,random_category,Shawberg,59,2015-03-01 23:06:13,created,2015-03-17 19:37:06,2015-03-27 23:39:31
785143,South Tonyafort,random_product,random_category,North Pamelaview,53,2015-03-09 02:31:07,created,2015-03-24 08:41:57,2015-04-02 17:29:04
153849,South Barryburgh,random_product,random_category,Chelseyland,03,2015-03-11 12:21:14,delivered,2015-03-25 01:55:30,2015-04-02 11:20:17
941178,Woodhaven,random_product,random_category,Fullershire,74,2015-03-03 15:59:33,created,2015-03-22 10:00:13,2015-04-03 11:19:57
455148,Petersonchester,random_product,random_category,East Samuel,90,2015-03-06 11:52:38,returned,2015-03-23 09:59:49,2015-04-01 11:20:27
758258,Lake Erinland,random_product,random_category,South Brandonstad,00,2015-03-04 01:09:28,delivered,2015-03-23 09:13:54,2015-04-03 15:14:47
746868,Robertport,random_product,random_category,Port Cole,78,2015-03-14 19:18:36,delivered,2015-03-25 02:05:01,2015-04-02 17:48:43
290812,Lake Timothy,random_product,random_category,West Jennifer,50,2015-03-04 19:09:00,returned,2015-03-27 04:14:59,2015-03-26 14:54:39
796529,New Meganbury,random_product,random_category,New Lynn,21,2015-03-09 08:33:58,delivered,2015-03-28 17:44:30,2015-04-01 06:32:42
508449,Mistymouth,random_product,random_category,South Robert,68,2015-03-09 01:02:26,returned,2015-03-23 15:15:16,2015-04-03 11:48:27
243763,Bergbury,random_product,random_category,North Emilyburgh,89,2015-03-06 02:11:29,returned,2015-03-24 22:42:44,2015-04-03 03:13:52
587241,East Darrylton,random_product,random_category,Port Brandon,50,2015-03-01 09:42:03,created,2015-03-20 21:44:20,2015-03-28 13:23:52
027628,South Craigtown,random_product,random_category,Stevenstad,49,2015-03-07 20:55:39,returned,2015-03-19 13:43:36,2015-03-30 10:20:38
580641,Livingstonshire,random_product,random_category,Lake Stephaniefort,72,2015-03-08 23:51:07,returned,2015-03-17 22:16:46,2015-03-31 11:49:36
467197,Christopherside,random_product,random_category,South Christopherview,34,2015-03-07 21:34:28,delivered,2015-03-17 14:43:45,2015-03-26 21:53:16
331890,Millershire,random_product,random_category,Thompsonstad,45,2015-03-01 15:20:45,returned,2015-03-19 01:04:38,2015-03-31 22:54:10
273150,South Melissa,random_product,random_category,East Teresamouth,93,2015-03-01 08:41:49,created,2015-03-24 17:19:49,2015-03-28 14:18:24
771022,West Peter,random_product,random_category,Garciaburgh,32,2015-03-04 00:43:43,delivered,2015-03-25 20:25:06,2015-04-05 23:25:20
184846,Port Cameronberg,random_product,random_category,East Joseph,76,2015-03-13 03:30:52,delivered,2015-03-27 22:24:52,2015-03-29 11:14:22
726196,East Garyburgh,random_product,random_category,Port Gregoryton,65,2015-03-14 07:44:16,delivered,2015-03-19 21:55:32,2015-03-25 07:53:07
493567,Batesmouth,random_product,random_category,Anthonyshire,24,2015-03-10 18:23:11,created,2015-03-22 23:21:05,2015-04-04 07:02:39
509295,Anthonychester,random_product,random_category,South Brittanyburgh,66,2015-03-12 08:12:50,delivered,2015-03-16 04:57:38,2015-04-02 09:13:20
024015,Scottmouth,random_product,random_category,East Alexafort,56,2015-03-10 11:42:09,returned,2015-03-22 15:40:16,2015-04-04 01:26:25
549836,Lake Margaretburgh,random_product,random_category,Bryantbury,49,2015-03-06 01:17:20,delivered,2015-03-28 19:15:10,2015-03-27 20:41:34
408353,Lake Emily,random_product,random_category,West Michelle,73,2015-03-02 01:04:44,delivered,2015-03-17 16:52:57,2015-03-28 15:05:17
250622,West Madison,random_product,random_category,Lake Joseph,29,2015-03-05 06:13:09,returned,2015-03-24 13:56:37,2015-03-25 09:05:56
033869,East Kimberly,random_product,random_category,East Steven,46,2015-03-14 06:36:31,returned,2015-03-22 08:27:00,2015-03-26 22:24:17
967692,Lake Ronald,random_product,random_category,Ashleyside,59,2015-03-02 18:07:48,returned,2015-03-29 14:59:36,2015-04-01 21:29:28
266763,Amyfurt,random_product,random_category,Joshuafurt,53,2015-03-05 18:28:24,delivered,2015-03-22 16:41:10,2015-03-28 11:18:06
072822,South April,random_product,random_category,South Tarashire,90,2015-03-01 13:24:57,delivered,2015-03-17 10:13:24,2015-04-03 16:12:42
262054,East Jamesfurt,random_product,random_category,Johnsonbury,57,2015-03-03 15:19:48,created,2015-03-17 08:59:56,2015-03-28 16:03:40
353162,Josephborough,random_product,random_category,Biancatown,09,2015-03-01 11:40:59,returned,2015-03-26 00:29:30,2015-03-27 09:19:34
623489,Brianbury,random_product,random_category,Patriciabury,06,2015-03-03 08:50:36,returned,2015-03-26 06:52:09,2015-03-31 22:30:16
028661,Bateshaven,random_product,random_category,New Scott,48,2015-03-07 09:22:15,created,2015-03-25 02:53:03,2015-03-31 04:15:09
800261,Cynthiashire,random_product,random_category,North Wendy,35,2015-03-14 02:02:47,delivered,2015-03-27 22:09:18,2015-03-30 14:29:58
364862,Lake Matthewborough,random_product,random_category,East Tyler,33,2015-03-06 16:47:28,delivered,2015-03-29 21:44:55,2015-03-31 23:22:12
533690,Meghanchester,random_product,random_category,Lake Katherineland,48,2015-03-05 12:39:16,created,2015-03-22 16:56:33,2015-04-01 09:05:59
846558,Lake Patriciaview,random_product,random_category,South Kevinton,03,2015-03-01 13:43:40,created,2015-03-27 13:56:40,2015-03-28 21:27:30
394951,Lauraberg,random_product,random_category,Kristenhaven,92,2015-03-06 14:35:43,returned,2015-03-24 22:41:31,2015-04-05 23:53:00
606325,South Toddchester,random_product,random_category,Hectorfort,65,2015-03-12 15:14:20,delivered,2015-03-25 10:26:50,2015-03-29 21:15:48
145449,New Jeannemouth,random_product,random_category,South Amanda,12,2015-03-07 10:25:21,returned,2015-03-27 00:00:13,2015-03-26 17:19:01
443228,Harrellland,random_product,random_category,East Jaymouth,51,2015-03-03 12:00:49,returned,2015-03-17 19:28:53,2015-03-31 10:34:43
350486,Hobbsstad,random_product,random_category,South Madison,19,2015-03-14 14:55:24,returned,2015-03-24 08:59:34,2015-04-01 20:19:00
212026,Crawfordton,random_product,random_category,Garciahaven,39,2015-03-02 23:03:10,delivered,2015-03-27 02:07:05,2015-03-26 15:30:23
589400,Taylorton,random_product,random_category,West Nicholas,46,2015-03-07 09:07:28,created,2015-03-23 05:00:39,2015-03-31 18:34:35
412076,Victoriabury,random_product,random_category,Dickersonhaven,56,2015-03-10 22:07:06,returned,2015-03-19 21:07:07,2015-04-05 15:34:59
952062,Yoderview,random_product,random_category,New Scott,66,2015-03-14 22:14:38,delivered,2015-03-21 20:48:59,2015-03-26 23:35:56
526929,Lynnborough,random_product,random_category,Port Benjamintown,00,2015-03-13 21:12:33,created,2015-03-25 04:48:57,2015-04-02 23:09:26
621891,Danielhaven,random_product,random_category,Jenniferfurt,78,2015-03-07 18:12:00,created,2015-03-20 09:27:39,2015-03-31 19:03:58
715535,Jamesview,random_product,random_category,North Scottshire,54,2015-03-10 02:20:26,returned,2015-03-18 23:09:45,2015-03-31 03:55:48
949109,Herrerashire,random_product,random_category,South Tabithastad,68,2015-03-03 15:31:29,created,2015-03-28 04:35:59,2015-03-28 13:54:33
407380,East Glen,random_product,random_category,Port Ryanborough,79,2015-03-07 00:09:29,created,2015-03-23 05:59:45,2015-03-30 10:54:12
787201,North Kimberlyhaven,random_product,random_category,North Heathershire,71,2015-03-04 18:14:42,delivered,2015-03-26 20:05:08,2015-03-25 04:14:59
544128,North Charleshaven,random_product,random_category,Danastad,58,2015-03-05 12:29:19,returned,2015-03-25 02:39:39,2015-03-29 18:26:20
529535,East Johnnyton,random_product,random_category,North Henry,55,2015-03-09 14:30:54,delivered,2015-03-28 04:00:54,2015-04-05 04:13:52
831505,Stevenstad,random_product,random_category,Lake Josephbury,78,2015-03-03 20:19:25,created,2015-03-28 13:26:44,2015-03-31 20:07:31
361805,Brownfurt,random_product,random_category,East Joel,06,2015-03-11 23:49:16,created,2015-03-16 09:33:09,2015-04-05 07:18:58
506654,Vickieland,random_product,random_category,Hammondton,19,2015-03-08 14:33:36,created,2015-03-21 21:49:51,2015-03-25 06:22:59
031183,Watkinschester,random_product,random_category,Port Holly,11,2015-03-10 09:37:55,delivered,2015-03-23 16:10:58,2015-04-02 19:40:28
663629,Port Christina,random_product,random_category,Lake Lisamouth,61,2015-03-05 23:30:55,delivered,2015-03-21 16:24:47,2015-03-30 04:25:47
139434,Hoffmanchester,random_product,random_category,New Shawnberg,02,2015-03-07 22:51:18,created,2015-03-28 04:49:54,2015-04-03 20:21:35
013893,Jasonside,random_product,random_category,North Laura,26,2015-03-13 12:52:05,returned,2015-03-22 00:45:00,2015-04-05 05:58:01
429418,Williamfurt,random_product,random_category,East Saraport,18,2015-03-05 22:44:06,created,2015-03-16 13:57:32,2015-04-03 08:04:01
012835,Cynthialand,random_product,random_category,Veronicaburgh,87,2015-03-03 17:02:25,created,2015-03-22 14:17:22,2015-03-30 18:03:46
073230,Jeremyhaven,random_product,random_category,South Robertchester,26,2015-03-02 18:55:35,returned,2015-03-16 09:31:37,2015-03-27 18:44:50
211350,Lake Ruthshire,random_product,random_category,East Stephanieville,04,2015-03-13 17:49:20,created,2015-03-16 13:58:11,2015-03-28 19:53:17
793876,South Jorgestad,random_product,random_category,Tommymouth,73,2015-03-11 06:31:32,returned,2015-03-20 23:26:55,2015-03-26 16:53:36
297040,Paulshire,random_product,random_category,Lake Stephanieburgh,23,2015-03-04 09:12:46,created,2015-03-28 04:50:16,2015-04-01 15:20:13
144728,West Donna,random_product,random_category,South Nathan,46,2015-03-07 07:32:46,created,2015-03-16 13:17:05,2015-04-03 23:06:27
092534,West Ashleystad,random_product,random_category,Cainchester,62,2015-03-03 04:23:04,created,2015-03-26 02:50:31,2015-03-31 21:03:44
419929,Lake Alanborough,random_product,random_category,Joshuafort,63,2015-03-07 14:00:22,returned,2015-03-22 05:40:02,2015-04-04 09:22:21
705970,Frankton,random_product,random_category,New Kelsey,00,2015-03-03 14:47:20,returned,2015-03-29 05:53:47,2015-04-04 21:34:30
134408,West Evan,random_product,random_category,Scottchester,96,2015-03-13 10:16:01,returned,2015-03-18 04:23:14,2015-04-05 13:52:12
595834,Craigville,random_product,random_category,Brianmouth,50,2015-03-09 05:23:50,returned,2015-03-26 19:37:46,2015-04-01 13:51:16
803265,Colonstad,random_product,random_category,New Davidland,26,2015-03-08 12:44:51,returned,2015-03-21 13:15:55,2015-03-31 15:52:29
205719,Virginiafurt,random_product,random_category,Faulknermouth,60,2015-03-01 09:36:44,created,2015-03-16 02:10:51,2015-03-27 01:41:14
801129,Yvonneside,random_product,random_category,Madisonbury,36,2015-03-10 07:35:09,returned,2015-03-21 09:31:09,2015-04-01 08:36:38
667345,Port Christopher,random_product,random_category,Smithberg,16,2015-03-11 09:24:58,delivered,2015-03-26 08:51:31,2015-03-25 02:49:08
802447,Antoniobury,random_product,random_category,North Kellymouth,27,2015-03-07 01:24:48,returned,2015-03-25 07:41:23,2015-03-29 01:19:27
348729,Danielsmouth,random_product,random_category,Lake Kyle,28,2015-03-12 19:14:34,delivered,2015-03-16 05:08:13,2015-03-31 15:24:39
576230,East Michael,random_product,random_category,Dunnland,91,2015-03-12 20:58:44,created,2015-03-21 21:53:57,2015-03-26 03:57:05
006324,New Tonyburgh,random_product,random_category,South Scottfurt,79,2015-03-03 00:46:26,created,2015-03-26 07:12:55,2015-03-27 05:23:53
242216,Port Ariel,random_product,random_category,Riverastad,21,2015-03-07 07:24:24,created,2015-03-19 15:23:04,2015-04-02 12:21:29
003717,Port Brianhaven,random_product,random_category,Donaldmouth,88,2015-03-01 04:44:46,created,2015-03-16 00:47:28,2015-04-02 12:50:43
018964,New Evanshire,random_product,random_category,North Tanya,90,2015-03-03 09:06:02,returned,2015-03-18 11:43:11,2015-04-03 17:39:38
754675,Martinezberg,random_product,random_category,Michaelshire,59,2015-03-04 09:41:45,delivered,2015-03-20 11:30:33,2015-03-31 19:39:47
886922,Lake Kellymouth,random_product,random_category,North Jesse,30,2015-03-05 23:16:23,returned,2015-03-20 00:17:27,2015-03-30 21:14:07
907074,South Brandibury,random_product,random_category,Port Elijah,10,2015-03-14 10:36:19,delivered,2015-03-17 10:28:52,2015-04-05 01:58:08
302642,South Kimville,random_product,random_category,East Scott,67,2015-03-12 06:31:40,created,2015-03-28 00:52:07,2015-04-05 02:12:46
389659,Tiffanyfort,random_product,random_category,Kimberlyside,53,2015-03-02 23:40:13,returned,2015-03-21 20:51:45,2015-03-31 22:58:11
662596,East Audrey,random_product,random_category,North Billybury,65,2015-03-11 03:38:18,returned,2015-03-26 18:47:58,2015-04-04 06:06:43
245235,South Cory,random_product,random_category,Jamesburgh,09,2015-03-10 16:06:19,created,2015-03-28 16:39:00,2015-03-26 07:51:42
102009,South Josephport,random_product,random_category,Port Tammyview,12,2015-03-01 05:39:08,returned,2015-03-19 20:58:02,2015-03-30 15:06:48
603153,Simmonsfort,random_product,random_category,Lake Thomasside,57,2015-03-13 02:02:58,returned,2015-03-17 05:52:55,2015-04-05 12:02:34
205632,Cuevasside,random_product,random_category,South Michaelfurt,99,2015-03-02 04:05:57,delivered,2015-03-25 03:13:29,2015-04-05 02:49:46
895170,East Donna,random_product,random_category,North Tiffanyshire,82,2015-03-06 10:55:09,delivered,2015-03-17 08:07:32,2015-04-04 11:47:08
575235,Port Andreahaven,random_product,random_category,Erictown,47,2015-03-07 09:11:30,returned,2015-03-20 21:41:23,2015-04-04 11:55:11
863627,South Austinton,random_product,random_category,West Keith,70,2015-03-06 19:01:52,delivered,2015-03-22 14:33:12,2015-03-31 08:49:02
767002,Jenniferview,random_product,random_category,Huertatown,88,2015-03-10 23:27:51,returned,2015-03-27 23:30:28,2015-03-30 13:52:27
891780,Vanessamouth,random_product,random_category,North Victoria,63,2015-03-02 05:30:11,created,2015-03-17 08:14:32,2015-04-02 03:59:12
343172,West Stacy,random_product,random_category,West Jamie,84,2015-03-02 23:00:17,created,2015-03-29 13:18:16,2015-04-03 09:56:02
760188,South Mark,random_product,random_category,Jacksonberg,15,2015-03-09 11:49:10,delivered,2015-03-16 08:03:58,2015-04-05 02:23:42
352046,Jonesport,random_product,random_category,North Leeshire,86,2015-03-05 16:40:00,delivered,2015-03-24 06:50:55,2015-03-27 18:21:23
613333,Michaelmouth,random_product,random_category,Phillipsfort,57,2015-03-13 13:21:37,created,2015-03-28 20:31:33,2015-03-30 02:37:40
228441,Haleview,random_product,random_category,Mossmouth,16,2015-03-02 10:50:44,created,2015-03-17 05:35:09,2015-04-05 00:18:17
859614,Clarkfort,random_product,random_category,Gonzalezside,15,2015-03-04 12:06:42,created,2015-03-24 06:10:46,2015-04-04 10:32:17
105730,Deckerchester,random_product,random_category,West Janeside,63,2015-03-03 08:32:15,delivered,2015-03-25 23:24:36,2015-04-01 03:48:27
852907,Teresaburgh,random_product,random_category,East Lukeville,83,2015-03-04 22:13:49,returned,2015-03-24 09:45:43,2015-03-25 14:56:16
623242,Chaneyberg,random_product,random_category,North Theodorefort,31,2015-03-12 05:35:19,delivered,2015-03-17 21:29:16,2015-03-26 23:24:59
133994,Edwardsmouth,random_product,random_category,Lake Nicole,01,2015-03-07 21:02:49,delivered,2015-03-17 23:11:50,2015-03-27 18:11:47
376017,North Brookeland,random_product,random_category,Randyborough,15,2015-03-06 03:42:59,created,2015-03-23 18:45:40,2015-03-25 10:04:16
533903,New Brittanychester,random_product,random_category,South Tammyfort,79,2015-03-09 00:11:56,delivered,2015-03-25 04:27:11,2015-04-01 13:03:22
